Nome: JOAO PINHEIRO
Codigo Estacao: 83481
Latitude: -17.74027777
Longitude: -46.17694443
Altitude: 759.62
Situacao: Desativada
Data Inicial: 2009-01-01
Data Final: 2018-01-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2014-10-24;5;null;0;null;null;20.5;51;41;1.5;
2014-10-25;14.9;null;null;null;null;23.3;67.8;39;1.7;
2014-10-26;8.9;null;6.9;null;null;18.7;82.8;73;2.9;
2014-10-27;3.5;null;.5;null;null;18.9;68.5;49;.8;
2014-10-28;7;null;10.9;null;null;20.7;64.5;43;1.7;
2014-10-29;8.2;null;0;null;null;19.7;70.8;54;1;
2014-10-30;6.4;null;0;null;null;20.5;71.5;53;1.4;
2014-10-31;7;null;1.6;null;null;20.1;80.5;53;1.3;
2014-11-01;4.5;null;10.8;null;null;19.1;70.8;55;1;
2014-11-02;7.5;null;4.2;null;null;21.3;58.5;41;1.4;
2014-11-03;10.7;null;.1;null;null;21.1;54;39;.7;
2014-11-04;null;null;0;null;null;null;null;57;.5;
2014-11-05;null;null;0;null;null;21.5;63.5;47;.5;
2014-11-06;10.7;null;0;null;null;22.9;56.5;47;1.5;
2014-11-07;13;null;.4;null;null;21.5;59.8;51;1.9;
2014-11-08;9.1;null;44.9;null;null;19.1;73.5;48;1.2;
2014-11-09;7.2;null;0;null;null;22.7;58.5;44;.7;
2014-11-10;9.5;null;0;null;null;20.9;87.8;64;.5;
2014-11-11;null;null;16.8;null;null;null;null;95;null;
2014-11-12;11;null;0;null;null;19.1;86.8;67;1.2;
2014-11-13;5.9;null;60.6;null;null;18.7;82;62;.8;
2014-11-14;6.9;null;.4;null;null;20.5;82.8;61;1.2;
2014-11-15;4.2;null;29.1;null;null;18.5;86.3;64;1.9;
2014-11-16;4.1;null;31;null;null;17.3;62.3;49;.8;
2014-11-17;7.7;null;0;null;null;18.7;69.3;57;1.4;
2014-11-18;null;null;null;null;null;null;null;71;null;
2014-11-19;null;null;0;null;null;17.9;53.5;42;1.2;
2014-11-20;13.1;null;0;null;null;19.7;52.5;41;1.2;
2014-11-21;12.4;null;0;null;null;20.7;56.3;43;.8;
2014-11-22;12.7;null;0;null;null;20.3;78.8;53;1.7;
2014-11-23;6.3;null;66.6;null;null;19.7;81.8;66;1.3;
2014-11-24;3.1;null;46.4;null;null;19.7;85;70;1.5;
2014-11-25;null;null;1;null;null;null;null;89;null;
2014-11-26;null;null;61.4;null;null;19.1;86.5;71;1.3;
2014-11-27;2.4;null;4;null;null;19.7;91.5;88;.7;
2014-11-28;1.8;null;3.3;null;null;20;86.8;61;1.4;
2014-11-29;3.2;null;17.6;null;null;19.7;70.5;53;1.9;
2014-11-30;6.5;null;0;null;null;20.3;79.5;60;1.3;
2014-12-01;4;null;16.2;null;null;18.5;92;85;1.2;
2014-12-02;2.7;null;11.8;null;null;18.5;81.3;63;.7;
2014-12-03;4.6;null;.2;null;null;18.7;63.5;44;.8;
2014-12-04;8.2;null;0;null;null;18.7;57.8;53;.8;
2014-12-05;9.6;null;0;null;null;18.7;54;51;1.6;
2014-12-06;7.1;null;50.2;null;null;17.9;87.8;53;1.5;
2014-12-07;3.6;null;.6;null;null;19.7;85.8;87;1.9;
2014-12-08;1.9;null;5.3;null;null;19.7;92.8;83;1.3;
2014-12-09;1.7;null;9.2;null;null;18.5;89;88;1;
2014-12-10;2;null;9;null;null;19.5;85.5;73;2.2;
2014-12-11;3;null;17.7;null;null;19.5;86.8;73;1;
2014-12-12;2.6;null;1.7;null;null;19.7;81.5;64;1;
2014-12-13;4.3;null;4.5;null;null;19.5;85.3;77;2.2;
2014-12-14;2.8;null;7.9;null;null;19.5;null;90;2.4;
2014-12-15;1.8;null;17.7;null;null;19.7;90;86;1.2;
2014-12-16;2.6;null;28.4;null;null;20.7;68.8;58;1.2;
2014-12-17;6.8;null;0;null;null;20.5;66.8;55;1;
2014-12-18;7.4;null;0;null;null;21.5;67.5;54;1;
2014-12-19;7.3;null;1.2;null;null;21.5;66;50;.7;
2014-12-20;7.2;null;0;null;null;21.3;79.3;55;.7;
2014-12-21;4.2;null;14;null;null;20.3;82.3;67;1.9;
2014-12-22;3.5;null;29;null;null;20.3;83.5;73;.5;
2014-12-23;4.8;null;0;null;null;21.3;83.8;76;1;
2014-12-24;5.2;null;0;null;null;21.1;66.5;61;.3;
2014-12-25;6;null;0;null;null;21.5;54.8;43;.3;
2014-12-26;8.8;null;0;null;null;21.5;69;53;1.5;
2014-12-27;8.3;null;1.6;null;null;20.7;59.5;49;.7;
2014-12-28;10.7;null;0;null;null;20.5;57.8;41;.7;
2014-12-29;9.5;null;0;null;null;21.1;53;36;.5;
2014-12-30;12;null;0;null;null;23.5;55.8;43;.7;
2014-12-31;16.3;null;3;null;null;20.1;73.8;56;.5;
2015-01-01;6.2;null;0;null;null;22.7;53.8;31;0;
2015-01-02;12.2;null;0;null;null;22.9;52;34;.3;
2015-01-03;12.5;null;.1;null;null;23.9;59;42;2.7;
2015-01-04;10.8;null;5.4;null;null;20.7;67.5;54;.9;
2015-01-05;7.5;null;33.6;null;null;19.7;64;46;1.7;
2015-01-06;9.5;null;0;null;null;21.7;57.5;42;1.5;
2015-01-07;12;null;0;null;null;22.5;69.8;54;1.2;
2015-01-08;8.9;null;35;null;null;20.3;55.3;46;1.4;
2015-01-09;13.4;null;0;null;null;21.5;52.3;39;.9;
2015-01-10;12.3;null;0;null;null;22.9;60.5;44;.3;
2015-01-11;10.2;null;0;null;null;23.1;49;40;1.7;
2015-01-12;14.3;null;0;null;null;23.9;44.8;36;1;
2015-01-13;15.3;null;0;null;null;23.9;50.3;35;.7;
2015-01-14;15.1;null;0;null;null;22.9;47.5;34;.8;
2015-01-15;14.3;null;0;null;null;22.5;59.8;43;.8;
2015-01-16;11.5;null;0;null;null;21.7;56.8;39;.7;
2015-01-17;3.8;null;0;null;null;21.5;43.8;36;1.9;
2015-01-18;14.1;null;0;null;null;24.3;50;36;1.8;
2015-01-19;15.4;null;0;null;null;24.1;46;41;1.4;
2015-01-20;15;null;0;null;null;23.3;50;42;1.2;
2015-01-21;14.3;null;0;null;null;23.5;51.5;37;.5;
2015-01-22;13.3;null;0;null;null;23.5;52.8;41;1.2;
2015-01-23;10.2;null;3.3;null;null;20.1;64.3;48;1.2;
2015-01-24;6.5;null;80.4;null;null;18.7;78.5;59;1;
2015-01-25;4;null;15.6;null;null;19.3;69;52;.8;
2015-01-26;6;null;0;null;null;20.7;80.8;66;1;
2015-01-27;4.6;null;2.3;null;null;20.5;75.8;67;1;
2015-01-28;5.5;null;0;null;null;20.1;82;79;.8;
2015-01-29;4.8;null;.8;null;null;21.5;71.8;54;1.7;
2015-01-30;7.2;null;0;null;null;22.9;58.8;49;1;
2015-01-31;11.2;null;0;null;null;22.5;49;34;1.4;
2015-02-01;15.1;null;0;null;null;22.9;52.8;39;0;
2015-02-02;12.3;null;0;null;null;23.3;51.5;41;.5;
2015-02-03;11.2;null;0;null;null;22.5;57;41;1;
2015-02-04;11.5;null;0;null;null;23.1;67.5;49;1.4;
2015-02-05;6.6;null;3.5;null;null;21.3;92.5;77;1.4;
2015-02-06;1.4;null;11;null;null;18.8;96.5;93;1.3;
2015-02-07;.8;null;52;null;null;17.7;96;95;1.7;
2015-02-08;.2;null;32.8;null;null;20.6;94.3;86;1.4;
2015-02-09;2;null;70;null;null;19.5;90.8;91;1.4;
2015-02-10;2.4;null;3.8;null;null;19.5;77;62;1.5;
2015-02-11;5.1;null;3.4;null;null;20.7;75.8;59;1;
2015-02-12;6.6;null;0;null;null;20.7;62.8;49;1.2;
2015-02-13;null;null;0;null;null;null;null;47;1.1;
2015-02-14;null;null;0;null;null;null;null;70;null;
2015-02-15;0;null;0;null;null;22.5;56.8;46;1.4;
2015-02-16;9.8;null;0;null;null;22.3;63;47;1;
2015-02-17;7.8;null;0;null;null;20.9;76.8;55;1.4;
2015-02-18;4.1;null;23.8;null;null;19.7;92.3;84;1.3;
2015-02-19;1.8;null;13.6;null;null;19.7;84.8;65;1.3;
2015-02-20;2.5;null;10.7;null;null;18.7;80;64;1;
2015-02-21;null;null;0;null;null;null;null;84;null;
2015-02-22;0;null;0;null;null;20.7;72.5;46;2.2;
2015-02-23;12.2;null;0;null;null;20.1;64;52;1.9;
2015-02-24;8;null;10.9;null;null;18.9;72.3;55;1;
2015-02-25;6.5;null;0;null;null;20.9;69.3;53;1.2;
2015-02-26;2.4;null;0;null;null;21.3;67;62;1.2;
2015-02-27;7.1;null;4.8;null;null;21;77;59;1;
2015-02-28;null;null;5;null;null;null;null;84;null;
2015-03-01;null;null;0;null;null;20.7;75.3;62;1.3;
2015-03-02;15.7;null;.4;null;null;21.5;81.8;79;1.6;
2015-03-03;4.3;null;0;null;null;20.9;70.3;59;1.7;
2015-03-04;7.2;null;0;null;null;20.8;66.3;58;1.7;
2015-03-05;6;null;18.8;null;null;18.3;77.8;58;1;
2015-03-06;4.5;null;.6;null;null;19.7;71.3;54;.5;
2015-03-07;null;null;0;null;null;null;null;79;null;
2015-03-08;null;null;0;null;null;19.7;66;60;1;
2015-03-09;5.2;null;4.8;null;null;20.9;70;57;.8;
2015-03-10;5.1;null;27;null;null;19.9;87;68;1.4;
2015-03-11;2.9;null;.6;null;null;20.5;83.5;61;.2;
2015-03-12;4.1;null;10.9;null;null;19.3;96.5;95;1.2;
2015-03-13;1.4;null;19.8;null;null;19.1;77.3;67;1;
2015-03-14;5.4;null;19;null;null;20.5;74;61;1.2;
2015-03-15;5.6;null;1.3;null;null;20.1;78.3;55;1;
2015-03-16;7.3;null;21.6;null;null;20.3;64.8;56;.8;
2015-03-17;6.4;null;0;null;null;19.5;77.5;54;1.2;
2015-03-18;4.2;null;27.6;null;null;18.6;77.3;70;1.2;
2015-03-19;3.7;null;21;null;null;18.7;91.8;79;1.2;
2015-03-20;2.4;null;15;null;null;18.7;90;84;.7;
2015-03-21;1.4;null;3.1;null;null;17.9;86;67;1;
2015-03-22;2.6;null;7.6;null;null;17.7;81.3;63;1.4;
2015-03-23;3.4;null;5.6;null;null;19.9;81;61;1;
2015-03-24;4.6;null;0;null;null;20.1;77.3;61;1.2;
2015-03-25;5.8;null;2;null;null;20.1;72.5;62;1;
2015-03-26;6.3;null;0;null;null;21.1;70.5;55;1.3;
2015-03-27;5.8;null;0;null;null;22.3;65;56;.5;
2015-03-28;7.8;null;0;null;null;23.5;65.3;56;1;
2015-03-29;8.9;null;0;null;null;22.9;62.5;53;.7;
2015-03-30;6.6;null;0;null;null;22.9;68.3;52;.8;
2015-03-31;8.1;null;0;null;null;21.5;74.3;54;1.2;
2015-04-01;8.8;null;0;null;null;23.5;63;46;1.2;
2015-04-02;7.6;null;0;null;null;21.7;65.3;46;1;
2015-04-03;7.5;null;0;null;null;21.5;81.8;66;2.6;
2015-04-04;3.8;null;2.6;null;null;19.7;78;59;.5;
2015-04-05;6.6;null;0;null;null;20.7;77.5;59;1.9;
2015-04-06;3.2;null;1.6;null;null;20.7;72;53;.8;
2015-04-07;5.9;null;0;null;null;21.7;82;61;1.9;
2015-04-08;4.8;null;3.6;null;null;19.4;89.5;84;3.1;
2015-04-09;2.4;null;.6;null;null;19.7;84.8;69;2.6;
2015-04-10;4;null;1.1;null;null;20.3;77.5;66;.8;
2015-04-11;4.9;null;0;null;null;18.7;70.3;61;1.9;
2015-04-12;8.1;null;0;null;null;19.9;63.8;57;1.7;
2015-04-13;8.8;null;0;null;null;20.7;62;47;1;
2015-04-14;8.3;null;0;null;null;21.1;64;56;1.5;
2015-04-15;7.2;null;.2;null;null;21.2;81;64;.5;
2015-04-16;6;null;.2;null;null;21.7;64.8;55;0;
2015-04-17;6.1;null;29;null;null;20.7;71.3;59;1;
2015-04-18;6.2;null;2.2;null;null;20.8;75.5;65;1.2;
2015-04-19;5.2;null;0;null;null;21.1;67.5;64;.7;
2015-04-20;7;null;0;null;null;22.7;62;54;1.7;
2015-04-21;6.5;null;5.2;null;null;20.7;77;57;.3;
2015-04-22;5.4;null;0;null;null;20.7;75;59;1.6;
2015-04-23;5.6;null;31.4;null;null;20.7;81.3;64;1.7;
2015-04-24;4;null;0;null;null;20.7;78.3;69;.5;
2015-04-25;3.7;null;.4;null;null;21.1;74.8;66;.8;
2015-04-26;5.8;null;0;null;null;19.7;69.8;60;2.6;
2015-04-27;5.6;null;0;null;null;19.7;70;61;1.9;
2015-04-28;6.4;null;0;null;null;19.7;65.5;56;.7;
2015-04-29;6.5;null;0;null;null;19.7;63;54;1.9;
2015-04-30;7.6;null;0;null;null;19.5;67.8;53;1.7;
2015-05-01;5;null;0;null;null;18.9;73.5;56;1.2;
2015-05-02;5.9;null;0;null;null;18.1;72.8;58;1.4;
2015-05-03;5.7;null;0;null;null;17.3;68.8;53;1.6;
2015-05-04;6.8;null;0;null;null;19.3;69.8;56;1.5;
2015-05-05;5.6;null;.5;null;null;19.7;83.3;63;1.4;
2015-05-06;3.4;null;10.4;null;null;19.7;82.3;73;1;
2015-05-07;2.7;null;.2;null;null;19.5;71.3;57;.3;
2015-05-08;7.8;null;0;null;null;16.1;64.3;60;2.6;
2015-05-09;7.2;null;0;null;null;17.9;71.8;60;1;
2015-05-10;5.8;null;0;null;null;17.7;69.3;56;1.4;
2015-05-11;5.9;null;38.9;null;null;15.5;91;75;1.2;
2015-05-12;1.2;null;3;null;null;16.3;79.8;57;.8;
2015-05-13;4.2;null;0;null;null;17.7;64.5;58;1.9;
2015-05-14;5.6;null;0;null;null;17.5;79.8;69;2.6;
2015-05-15;6.2;null;0;null;null;17.9;72.8;63;2.6;
2015-05-16;5.5;null;0;null;null;16.9;67.8;53;1.6;
2015-05-17;7.2;null;0;null;null;16.5;67.5;58;1.9;
2015-05-18;7.8;null;0;null;null;17.1;74.8;63;1.2;
2015-05-19;5.8;null;0;null;null;17.7;69.5;57;1.7;
2015-05-20;6.5;null;0;null;null;17.7;83.8;74;1.2;
2015-05-21;4.6;null;0;null;null;17.1;69.8;57;1.9;
2015-05-22;7;null;0;null;null;21;68.3;58;1.5;
2015-05-23;7;null;0;null;null;17.5;73.8;57;1;
2015-05-24;5.7;null;0;null;null;17.3;69.5;55;1;
2015-05-25;5.4;null;0;null;null;17.5;61.5;44;.7;
2015-05-26;8.2;null;0;null;null;19.7;55.5;46;1.5;
2015-05-27;11;null;0;null;null;18.7;64.3;49;1.2;
2015-05-28;7.1;null;0;null;null;18.7;52.5;47;1;
2015-05-29;8.4;null;3.9;null;null;16.7;72.5;57;1.4;
2015-05-30;5.5;null;0;null;null;18.5;66.5;51;.7;
2015-05-31;7.5;null;0;null;null;18.7;69.3;49;1.2;
2015-06-01;8.1;null;0;null;null;20.1;69.3;50;.8;
2015-06-02;7.5;null;0;null;null;20.1;72.5;54;.8;
2015-06-03;6.4;null;5.6;null;null;18.5;79.3;62;2.1;
2015-06-04;4.4;null;0;null;null;16.7;65;53;3.1;
2015-06-05;7.2;null;0;null;null;16.7;65;53;2.4;
2015-06-06;7.5;null;0;null;null;16.7;68.3;57;2.1;
2015-06-07;7.6;null;0;null;null;17.5;65.5;54;1.5;
2015-06-08;8.4;null;0;null;null;17.3;58;46;1.4;
2015-06-09;9.7;null;0;null;null;17.7;63.3;48;.8;
2015-06-10;9.8;null;0;null;null;18.7;65.8;57;.5;
2015-06-11;10.3;null;0;null;null;20.1;59.3;47;.7;
2015-06-12;10.2;null;0;null;null;18.5;57.8;47;.7;
2015-06-13;10.3;null;0;null;null;19.7;59.5;41;1.9;
2015-06-14;10.2;null;0;null;null;18.7;59.3;36;1.2;
2015-06-15;9;null;0;null;null;17.9;55;37;1.2;
2015-06-16;10.1;null;0;null;null;19.9;64.8;54;1.4;
2015-06-17;9;null;0;null;null;18.7;72.5;60;1.3;
2015-06-18;null;null;null;null;null;18.1;70.3;59;1.2;
2015-06-19;6.3;null;0;null;null;18.1;62;45;1.7;
2015-06-20;9.6;null;0;null;null;15.5;66.5;51;2.9;
2015-06-21;8.4;null;0;null;null;15.1;63;51;2.3;
2015-06-22;6.9;null;0;null;null;15.5;49.8;43;1.9;
2015-06-23;7.8;null;0;null;null;16.3;57.3;49;1.9;
2015-06-24;8.4;null;0;null;null;18.1;55.8;44;2.2;
2015-06-25;11.1;null;0;null;null;17.1;64;54;2.8;
2015-06-26;7.4;null;0;null;null;14.5;67.3;53;2.2;
2015-06-27;7;null;0;null;null;12.5;58.3;49;2.6;
2015-06-28;8.3;null;0;null;null;12.3;61;53;2.2;
2015-06-29;8.2;null;0;null;null;14.7;65.3;54;2.6;
2015-06-30;7;null;0;null;null;15.3;68.8;58;1.2;
2015-07-01;6.3;null;0;null;null;17.3;69.3;51;.8;
2015-07-02;7;null;0;null;null;17.7;62.3;53;1.2;
2015-07-03;9;null;0;null;null;17.1;57.8;44;1.4;
2015-07-04;9;null;0;null;null;18.1;61.8;39;.7;
2015-07-05;10.1;null;0;null;null;17.9;54.8;39;1.4;
2015-07-06;9.7;null;0;null;null;17.7;74.5;59;1.7;
2015-07-07;6.4;null;0;null;null;16.1;80.5;60;1.2;
2015-07-08;5.4;null;0;null;null;16.5;69;61;2.4;
2015-07-09;5.5;null;0;null;null;15.5;72.5;64;.8;
2015-07-10;6;null;0;null;null;18.1;64;47;1.5;
2015-07-11;10.4;null;0;null;null;18.1;64.3;49;1.4;
2015-07-12;10.1;null;0;null;null;17.9;67;48;1.5;
2015-07-13;8.4;null;0;null;null;17.3;60.5;44;1.9;
2015-07-14;9.9;null;0;null;null;18.3;70;57;1.4;
2015-07-15;7.4;null;0;null;null;18.7;58.5;49;1;
2015-07-16;10.4;null;0;null;null;16.9;60.8;42;1.7;
2015-07-17;10.1;null;0;null;null;15.9;62;52;2.2;
2015-07-18;10;null;0;null;null;15.3;56.8;42;2.1;
2015-07-19;9.3;null;0;null;null;16.9;62.8;50;3.1;
2015-07-20;8.2;null;0;null;null;16.7;68.3;59;.8;
2015-07-21;10.2;null;0;null;null;17.5;58.8;44;1.4;
2015-07-22;11.5;null;0;null;null;18.7;53;47;.8;
2015-07-23;11.6;null;0;null;null;15.9;56.3;44;1.9;
2015-07-24;11.9;null;0;null;null;17.1;66.5;56;.5;
2015-07-25;7.6;null;0;null;null;18.1;59;46;.8;
2015-07-26;9.6;null;0;null;null;18.1;63.3;44;.7;
2015-07-27;9.5;null;0;null;null;19;64.8;48;1.2;
2015-07-28;8.4;null;0;null;null;17.7;58.8;51;1;
2015-07-29;11.1;null;0;null;null;19.3;54.8;55;2.3;
2015-07-30;13.3;null;0;null;null;18.3;42.8;36;2.1;
2015-07-31;12;null;0;null;null;18.3;58;42;1.3;
2015-08-01;10.1;null;0;null;null;17.1;52.3;41;2.1;
2015-08-02;11.8;null;0;null;null;16.5;57.5;43;1;
2015-08-03;10.5;null;0;null;null;17.1;57.8;44;1.5;
2015-08-04;10.4;null;0;null;null;17.5;45.3;32;1.2;
2015-08-05;12.3;null;0;null;null;17.1;58.8;40;1.2;
2015-08-06;13.2;null;0;null;null;17.9;55.3;38;.7;
2015-08-07;12.1;null;0;null;null;18.7;54.8;41;.8;
2015-08-08;11.6;null;0;null;null;16.9;49.8;40;1.4;
2015-08-09;13;null;0;null;null;17.5;60;44;2.4;
2015-08-10;12.5;null;0;null;null;16.3;59;44;2.8;
2015-08-11;10.7;null;0;null;null;16.1;55.8;41;2.4;
2015-08-12;12;null;0;null;null;14.7;61.5;49;2;
2015-08-13;10.7;null;0;null;null;14.7;55.8;41;1.5;
2015-08-14;9.8;null;0;null;null;14.7;57;42;1.2;
2015-08-15;11.3;null;0;null;null;16.5;58.5;43;.7;
2015-08-16;11.2;null;0;null;null;18.5;52.5;43;1.3;
2015-08-17;14.1;null;0;null;null;16.7;55.3;41;1.2;
2015-08-18;13.4;null;0;null;null;16.5;59.8;43;.8;
2015-08-19;9.3;null;0;null;null;17.3;65;41;1.2;
2015-08-20;10.4;null;0;null;null;16.9;55.3;38;1;
2015-08-21;14.5;null;0;null;null;23.4;51.3;31;1.5;
2015-08-22;14.4;null;0;null;null;19.7;59;39;1.6;
2015-08-23;17.2;null;0;null;null;17.7;57.5;31;1;
2015-08-24;9.1;null;0;null;null;20.1;43.5;34;.7;
2015-08-25;12.5;null;0;null;null;18.3;51;37;.7;
2015-08-26;13.8;null;0;null;null;18.7;57.8;35;.5;
2015-08-27;12.9;null;0;null;null;21.1;44.5;28;1.9;
2015-08-28;14.2;null;0;null;null;19.3;58.8;47;1.9;
2015-08-29;10.9;null;0;null;null;20.5;69.5;51;1.4;
2015-08-30;8.2;null;0;null;null;18.7;52.5;43;2.4;
2015-08-31;10.4;null;0;null;null;18.9;43.5;37;1.2;
2015-09-01;14.5;null;0;null;null;19.7;45;31;1.2;
2015-09-02;13.8;null;0;null;null;20.5;42.5;27;.7;
2015-09-03;14.3;null;0;null;null;20.1;47.3;31;1;
2015-09-04;14;null;0;null;null;21.1;44;21;.8;
2015-09-05;16.5;null;0;null;null;23.5;43.8;20;.5;
2015-09-06;18.5;null;0;null;null;21.7;45.3;31;2.1;
2015-09-07;16.3;null;0;null;null;23.1;40.8;26;2.8;
2015-09-08;15.7;null;2.5;null;null;19.7;60.5;42;1.5;
2015-09-09;8.7;null;7.6;null;null;17.5;89.8;60;1.2;
2015-09-10;2.8;null;1.3;null;null;16.7;65.8;54;1.9;
2015-09-11;9.2;null;0;null;null;19.9;58;44;2.1;
2015-09-12;11;null;3.4;null;null;18.7;57;43;1.2;
2015-09-13;11.3;null;0;null;null;21.1;59.5;50;1.4;
2015-09-14;9.5;null;0;null;null;19.7;63.3;47;.3;
2015-09-15;9.2;null;0;null;null;20.5;57.8;40;1.5;
2015-09-16;10.8;null;2.2;null;null;19.5;50.3;34;1.6;
2015-09-17;13.9;null;0;null;null;19.3;39;32;1.9;
2015-09-18;14.6;null;0;null;null;19.7;34;31;1.7;
2015-09-19;17.9;null;0;null;null;21.3;37;31;2.1;
2015-09-20;19.5;null;0;null;null;20;32.3;29;2.1;
2015-09-21;21.5;null;0;null;null;21.5;35.3;29;1;
2015-09-22;18.5;null;0;null;null;21.1;48.8;25;.9;
2015-09-23;19.3;null;0;null;null;21.7;39;23;1.6;
2015-09-24;19.1;null;0;null;null;23.3;38.3;21;1;
2015-09-25;18.5;null;0;null;null;24.3;39.8;18;.8;
2015-09-26;19.9;null;0;null;null;27;33;23;1.2;
2015-09-27;20.1;null;0;null;null;24.7;40.5;29;1.5;
2015-09-28;18.3;null;0;null;null;23.1;39;28;.7;
2015-09-29;16.5;null;0;null;null;23.6;56.3;38;2.1;
2015-09-30;16.3;null;0;null;null;21.7;45;32;2;
2015-10-01;15.5;null;0;null;null;21.5;46.5;32;.3;
2015-10-02;18.1;null;0;null;null;21.5;43.8;22;.9;
2015-10-03;21.5;null;0;null;null;22.9;41.8;27;1;
2015-10-04;17.5;null;0;null;null;23.1;35.8;21;2.2;
2015-10-05;20.1;null;0;null;null;24.9;45.5;30;1.4;
2015-10-06;15.9;null;2.2;null;null;22.5;62.8;42;1.5;
2015-10-07;9.1;null;5;null;null;19.9;52.8;39;1.2;
2015-10-08;12.4;null;0;null;null;21.5;47;31;.5;
2015-10-09;17.1;null;0;null;null;21.3;32.5;26;1.9;
2015-10-10;17.9;null;0;null;null;21.5;33.8;26;.5;
2015-10-11;18.7;null;0;null;null;21.8;34;26;1.4;
2015-10-12;19.9;null;0;null;null;23.3;37;33;1.5;
2015-10-13;19.1;null;0;null;null;22.5;37.5;29;.5;
2015-10-14;19.5;null;0;null;null;23.1;38.8;23;.8;
2015-10-15;19.9;null;0;null;null;23.1;39;23;.7;
2015-10-16;20.3;null;0;null;null;25.1;48.3;30;.7;
2015-10-17;18.5;null;0;null;null;25.3;26.8;24;2.2;
2015-10-18;19.5;null;0;null;null;26.1;35.3;26;1.5;
2015-10-19;19.3;null;0;null;null;23.1;42.5;29;1.2;
2015-10-20;18.5;null;0;null;null;23.7;40;26;1.2;
2015-10-21;19.5;null;0;null;null;27;39.8;32;1.5;
2015-10-22;19.5;null;0;null;null;27;40.8;26;.7;
2015-10-23;19.5;null;3.6;null;null;18.9;72;52;1.4;
2015-10-24;8.4;null;0;null;null;19.7;52.8;42;1.4;
2015-10-25;13.5;null;0;null;null;23.3;59.5;44;1.4;
2015-10-26;11.5;null;1.1;null;null;22.9;70;54;1.7;
2015-10-27;6.8;null;3.4;null;null;22.7;57.5;45;1.9;
2015-10-28;9.8;null;24.3;null;null;20.3;89.8;59;1.5;
2015-10-29;5.1;null;0;null;null;20.5;72.5;66;2.1;
2015-10-30;9.4;null;.1;null;null;20.7;58.5;51;2.2;
2015-10-31;13;null;0;null;null;21.5;55.8;42;2.1;
2015-11-01;10.7;null;0;null;null;21;79.3;53;2;
2015-11-02;5.4;null;10.4;null;null;22.5;64.3;58;1.2;
2015-11-03;11.2;null;0;null;null;23.7;46;37;.7;
2015-11-04;15.5;null;0;null;null;19.9;50.8;27;.3;
2015-11-05;19;null;0;null;null;24.1;48.8;32;.7;
2015-11-06;18.5;null;0;null;null;24.9;45.3;38;1.5;
2015-11-07;19;null;0;null;null;25.7;48.3;31;1.9;
2015-11-08;16.5;null;0;null;null;21.7;46.3;37;2.1;
2015-11-09;16.9;null;0;null;null;24.3;43.5;31;2.6;
2015-11-10;17.3;null;0;null;null;23.1;44.8;39;1.2;
2015-11-11;17;null;0;null;null;24.1;46.8;37;1.2;
2015-11-12;17.3;null;0;null;null;24.9;42.8;34;2.1;
2015-11-13;17.1;null;0;null;null;25.5;46;33;1.7;
2015-11-14;null;null;2.4;null;null;null;null;52;null;
2015-11-15;null;null;21.3;null;null;20.5;79;64;1;
2015-11-16;4;null;8;null;null;20;75.5;54;.7;
2015-11-17;5;null;12.8;null;null;21.3;82;67;.8;
2015-11-18;3.6;null;85.3;null;null;19.1;82.5;68;.8;
2015-11-19;4.3;null;0;null;null;20.5;68.3;56;.8;
2015-11-20;6.8;null;1.2;null;null;21.3;88.5;70;1.4;
2015-11-21;null;null;6;null;null;null;null;91;null;
2015-11-22;null;null;0;null;null;20.3;59.8;41;1;
2015-11-23;8.5;null;6;null;null;21.7;73.8;56;1.7;
2015-11-24;6.9;null;35.4;null;null;18.4;78;62;1.3;
2015-11-25;4.7;null;0;null;null;19.9;66;50;1.2;
2015-11-26;9.4;null;0;null;null;22.7;56.3;39;1.9;
2015-11-27;11.2;null;0;null;null;22.7;67.3;57;1.5;
2015-11-28;null;null;9.6;null;null;null;null;74;null;
2015-11-29;null;0;2.4;null;null;20.7;82.3;74;1.5;
2015-11-30;3.4;null;0;null;null;20.9;67;54;.8;
2015-12-01;7.5;null;20.2;null;null;21.3;73.5;56;1.2;
2015-12-02;7.4;null;0;null;null;21.1;66;56;2;
2015-12-03;8.9;null;0;null;null;21.3;67.5;68;1.3;
2015-12-04;8.1;null;9.8;null;null;19.7;66.5;53;1.4;
2015-12-05;null;null;null;null;null;null;null;64;null;
2015-12-06;null;null;9.4;null;null;20.9;83.5;66;.5;
2015-12-07;3.5;null;6.8;null;null;21.3;69.5;51;1.4;
2015-12-08;7;null;0;null;null;23.3;71.3;61;2.2;
2015-12-09;6.4;null;1.6;null;null;19.3;68.8;48;1.2;
2015-12-10;7.6;null;0;null;null;23.5;72.3;47;1.9;
2015-12-11;6.9;null;5.6;null;null;21.1;72.3;49;1.3;
